Relation type to GLP-1 RA,Entity type,,,,Nodes (Entity type)
POTENTIALLY_CAUSES, Anxiety,,,,
POTENTIALLY_CAUSES, Hypoglycemia,,,,
POTENTIALLY_CAUSES, Hypoglycemia,,,,
POTENTIALLY_CAUSES, Hypoglycemia,,,,
POTENTIALLY_CAUSES, Heart Palpitations,,,,
POTENTIALLY_CAUSES, Anxiety,,,,
POTENTIALLY_CAUSES, Hypoglycemia,,,,
POTENTIALLY_CAUSES, Hypoglycemia,,,,
Pound Baby,COMPARISON,,,,
Pound Baby,COMPARISON,,,,
PRACTICED, Intermittent Fasting,,,,
PRACTICED, Portion Control,,,,
PRACTICED, Intermittent Fasting,,,,
PRACTICED, Portion Control,,,,
PRACTICES, Weightlifting,,,,
PRACTICES, Running,,,,
PRACTICES, Weightlifting,,,,
PRACTICES, Running,,,,
PRACTICING, Diet Mindfulness,,,,
PRACTICING, Diet Mindfulness,,,,
PREDICTED_END, August,,,,
PREDICTED_END, August,,,,
PREPARATION_FOR, Surgery,,,,
PREPARATION_FOR, Surgery,,,,
PRESCRIBED, Weightloss,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Mounjaro,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Medication,,,,
PRESCRIBED, Rybelsus,,,,
PRESCRIBED, Daughter,,,,
PRESCRIBED, 0.25 Dosage,,,,
PRESCRIBED, Wl,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Metformin,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Week 2,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Lexapro,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Ozempic 0.25Mg,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Saxenda,,,,
PRESCRIBED, Metamucil,,,,
PRESCRIBED, Oz,,,,
PRESCRIBED, Stomach Medication,,,,
PRESCRIBED, Prescription,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Metformin,,,,
PRESCRIBED, Insulin,,,,
PRESCRIBED, Bloodpressuremedicine,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Zoloft,,,,
PRESCRIBED, Weightloss,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Mounjaro,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Medication,,,,
PRESCRIBED, Rybelsus,,,,
PRESCRIBED, Daughter,,,,
PRESCRIBED, 0.25 Dosage,,,,
PRESCRIBED, Wl,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Metformin,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Week 2,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Lexapro,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Ozempic 0.25Mg,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Saxenda,,,,
PRESCRIBED, Metamucil,,,,
PRESCRIBED, Oz,,,,
PRESCRIBED, Stomach Medication,,,,
PRESCRIBED, Prescription,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Metformin,,,,
PRESCRIBED, Insulin,,,,
PRESCRIBED, Bloodpressuremedicine,,,,
PRESCRIBED, Ozempic,,,,
PRESCRIBED, Zoloft,,,,
PRESCRIBED_AT_HIGHER_DOSES_THAN, Wegovy,,,,
PRESCRIBED_AT_HIGHER_DOSES_THAN, Wegovy,,,,
PRESCRIBED_BY, Endocrinologist,,,,
PRESCRIBED_BY, Doctor,,,,
PRESCRIBED_BY, Cardiologist,,,,
PRESCRIBED_BY, Doctors,,,,
PRESCRIBED_BY, Pnp,,,,
PRESCRIBED_BY, Endocrinologist,,,,
PRESCRIBED_BY, Doctor,,,,
PRESCRIBED_BY, Cardiologist,,,,
PRESCRIBED_BY, Doctors,,,,
PRESCRIBED_BY, Pnp,,,,
PRESCRIBED_FOR, Weight Loss,,,,
PRESCRIBED_FOR, Bmi 33,,,,
PRESCRIBED_FOR, Weight Loss,,,,
PRESCRIBED_FOR, Bmi 33,,,,
PRESCRIBED_MEDICATION, Ozempic,,,,
PRESCRIBED_MEDICATION, Munjaro,,,,
PRESCRIBED_MEDICATION, Ozempic,,,,
PRESCRIBED_MEDICATION, Munjaro,,,,
PRESCRIBED_ON,1/4/23,,,,
PRESCRIBED_ON,1/4/23,,,,
PRESCRIBES, Ozempic,,,,
PRESCRIBES, Victoza,,,,
PRESCRIBES, Tresiba,,,,
PRESCRIBES, Humalog,,,,
PRESCRIBES, Ozempic,,,,
PRESCRIBES, Medication,,,,
PRESCRIBES, Medications,,,,
PRESCRIBES, Ozempic Pap,,,,
PRESCRIBES, Zofran,,,,
PRESCRIBES, Ozempic,,,,
PRESCRIBES, Victoza,,,,
PRESCRIBES, Tresiba,,,,
PRESCRIBES, Humalog,,,,
PRESCRIBES, Ozempic,,,,
PRESCRIBES, Medication,,,,
PRESCRIBES, Medications,,,,
PRESCRIBES, Ozempic Pap,,,,
PRESCRIBES, Zofran,,,,
PRESCRIBING, Ozempic,,,,
PRESCRIBING, Ozempic,,,,
PREVENTS_ABSORPTION, Other Meds,,,,
PREVENTS_ABSORPTION, Other Meds,,,,
PREVIOUS_BODY_FAT,February 2022,,,,
PREVIOUS_BODY_FAT,February 2022,,,,
PREVIOUS_INJECTION_SITE, Stomach,,,,
PREVIOUS_INJECTION_SITE, Stomach,,,,
PREVIOUS_WEIGHT,203,,,,
PREVIOUS_WEIGHT,203,,,,
PREVIOUSLY_TAKEN, Saxenda,,,,
PREVIOUSLY_TAKEN, Saxenda,,,,
PREVIOUSLY_TAKING, Rybelsus,,,,
PREVIOUSLY_TAKING, Rybelsus,,,,
PRIORITIZES, Nutrition,,,,
PRIORITIZES, Self,,,,
PRIORITIZES, Nutrition,,,,
PRIORITIZES, Self,,,,
PRODUCED, Weight Loss,,,,
PRODUCED, Side_Effects,,,,
PRODUCED, Weight Loss,,,,
PRODUCED, Side_Effects,,,,
PRODUCES, Hunger Reduction,,,,
PRODUCES, Hunger Reduction,,,,
PROGRESS_TO,189,,,,
PROGRESS_TO,189,,,,
PROGRESSES_TO, Pre,,,,
PROGRESSES_TO, Pre,,,,
PROMOTES, Positivity,,,,
PROMOTES, Positivity,,,,
PROVIDES, Iv,,,,
PROVIDES, Nausea_Meds,,,,
PROVIDES, Samples,,,,
PROVIDES, Medications,,,,
PROVIDES, Ozempic,,,,
PROVIDES, Weight_Loss,,,,
PROVIDES, Support,,,,
PROVIDES, Insurance,,,,
PROVIDES, Ozempic,,,,
PROVIDES, Iv,,,,
PROVIDES, Nausea_Meds,,,,
PROVIDES, Samples,,,,
PROVIDES, Medications,,,,
PROVIDES, Ozempic,,,,
PROVIDES, Weight_Loss,,,,
PROVIDES, Support,,,,
PROVIDES, Insurance,,,,
PROVIDES, Ozempic,,,,
PROVIDES_ACCESS_TO, Doctor,,,,
PROVIDES_ACCESS_TO, Customer_Support_Agent,,,,
PROVIDES_ACCESS_TO, Doctor,,,,
PROVIDES_ACCESS_TO, Customer_Support_Agent,,,,
PROVIDES_INFO, Ozempic,,,,
PROVIDES_INFO, Ozempic,,,,
PROVIDES_INFORMATION, Ozempic Pap,,,,
PROVIDES_INFORMATION, Ozempic Pap,,,,
PROVIDES_PRICING, Ozempic,,,,
PROVIDES_PRICING, Ozempic,,,,
PURCHASED_FROM, Canada,,,,
PURCHASED_FROM, Canada,,,,
PURCHASED_IN, Ozempic,,,,
PURCHASED_IN, Ozempic,,,,
PURCHASES, Canadian_Pharmacy,,,,
PURCHASES, Canadian_Pharmacy,,,,
PURPOSE_OF_PRESCRIPTION, Weight Loss,,,,
PURPOSE_OF_PRESCRIPTION, Weight Loss,,,,
PURSUED, Weight Loss,,,,
PURSUED, Weight Loss,,,,
PURSUING, Weight Loss,,,,
PURSUING, Weight_Loss,,,,
PURSUING, Weight_Loss,,,,
PURSUING, Weight Loss,,,,
PURSUING, Foundation Year Undergraduate Degree,,,,
PURSUING, Health Journey,,,,
PURSUING, Weight Loss,,,,
PURSUING, Weight_Loss,,,,
PURSUING, Weight_Loss,,,,
PURSUING, Weight Loss,,,,
PURSUING, Foundation Year Undergraduate Degree,,,,
PURSUING, Health Journey,,,,
QUALIFIES_FOR, Ozempic Pap,,,,
QUALIFIES_FOR, Ozempic Pap,,,,
QUERY,1.5,,,,
QUERY,1.5,,,,
QUITS, Phentermine,,,,
QUITS, Farxiga,,,,
QUITS, Topiramate,,,,
QUITS, Caffeine,,,,
QUITS, Nicotine,,,,
QUITS, Phentermine,,,,
QUITS, Farxiga,,,,
QUITS, Topiramate,,,,
QUITS, Caffeine,,,,
QUITS, Nicotine,,,,
QUITTED, Mounjaro,,,,
QUITTED, Mounjaro,,,,
REASON_FOR_USE, Ozempic,,,,
REASON_FOR_USE, Ozempic,,,,
RECEIVED, Ozempic,,,,
RECEIVED, Prescription,,,,
RECEIVED, Ozempic,,,,
RECEIVED, Zofran,,,,
RECEIVED, Fluids,,,,
RECEIVED, Recommendations,,,,
RECEIVED, Ozempic,,,,
RECEIVED, Prescription,,,,
RECEIVED, Ozempic,,,,
RECEIVED, Zofran,,,,
RECEIVED, Fluids,,,,
RECEIVED, Recommendations,,,,
RECEIVES, Zofran,,,,
RECEIVES, Iv Fluids,,,,
RECEIVES, Zofran,,,,
RECEIVES, Iv Fluids,,,,
RECOMMENDED, Ozempic,,,,
RECOMMENDED, Metformin,,,,
RECOMMENDED, Zofran,,,,
RECOMMENDED, Weight Loss Of 30 Pounds,,,,
RECOMMENDED, Ozempic,,,,
RECOMMENDED, D3,,,,
RECOMMENDED, B,,,,
RECOMMENDED, 0.5Ml Dose,,,,
RECOMMENDED, Ozempic,,,,
INCREASED_TO,0.36,,,,
RECOMMENDED, Miralax,,,,
RECOMMENDED, Acid Reducers,,,,
RECOMMENDED, Ozempic,,,,
RECOMMENDED, Ozempic,,,,
RECOMMENDED, Metformin,,,,
RECOMMENDED, Zofran,,,,
RECOMMENDED, Weight Loss Of 30 Pounds,,,,
RECOMMENDED, Ozempic,,,,
RECOMMENDED, D3,,,,
RECOMMENDED, B,,,,
RECOMMENDED, 0.5Ml Dose,,,,
RECOMMENDED, Ozempic,,,,
RECOMMENDED, Miralax,,,,
RECOMMENDED, Acid Reducers,,,,
RECOMMENDED, Ozempic,,,,
RECOMMENDED_BY, Doctor,,,,
RECOMMENDED_BY, Doctor,,,,
RECOMMENDED_DOSAGE, 1Mg,,,,
RECOMMENDED_DOSAGE, 1Mg,,,,
RECOMMENDED_STOP, Oz,,,,
RECOMMENDED_STOP, Oz,,,,
RECOMMENDS, Ozempic,,,,
RECOMMENDS, Weight Loss Goal,,,,
RECOMMENDS, Ozempic,,,,
RECOMMENDS, Medication,,,,
RECOMMENDS, Break,,,,
RECOMMENDS,0.25,,,,
RECOMMENDS, Surgery,,,,
RECOMMENDS, Ozempic,,,,
RECOMMENDS, Weight Loss Goal,,,,
RECOMMENDS, Ozempic,,,,
RECOMMENDS, Medication,,,,
RECOMMENDS, Break,,,,
RECOMMENDS,0.25,,,,
RECOMMENDS, Surgery,,,,
RECOMMENDS_CHANGE, 1 Mg,,,,
RECOMMENDS_CHANGE, 1 Mg,,,,
RECOMMENDS_CHANGE_TO,0.5,,,,
RECOMMENDS_CHANGE_TO, 2 .5 Doses,,,,
RECOMMENDS_CHANGE_TO, Stopping Altogether,,,,
RECOMMENDS_CHANGE_TO,0.5,,,,
RECOMMENDS_CHANGE_TO, 2 .5 Doses,,,,
RECOMMENDS_CHANGE_TO, Stopping Altogether,,,,
RECOMMENDS_HIGER_DOSE, Ozempic,,,,
RECOMMENDS_HIGER_DOSE, Ozempic,,,,
RECOMMENDS_STOP, Ozempic,,,,
RECOMMENDS_STOP, Ozempic,,,,
RECOMMENDS_STOP, Ozempic,,,,
RECOMMENDS_STOP, Ozempic,,,,
RECOMMENDS_STOP, Ozempic,,,,
RECOMMENDS_STOP, Ozempic,,,,
RECORDED_WEIGHT, Weight,,,,
RECORDED_WEIGHT, Weight,,,,
RECORDED_WEIGHT, Weight,,,,
RECORDED_WEIGHT, Weight,,,,
REDUCED, Exercise,,,,
REDUCED, Exercise,,,,
REDUCES, Type 2 Diabetes,,,,
REDUCES, Insulin,,,,
REDUCES, Medication,,,,
REDUCES, Hunger,,,,
REDUCES, Cravings,,,,
REDUCES, Weight Gain,,,,
REDUCES, Type 2 Diabetes,,,,
REDUCES, Insulin,,,,
REDUCES, Medication,,,,
REDUCES, Hunger,,,,
REDUCES, Cravings,,,,
REDUCES, Weight Gain,,,,
REFERRED_TO, Pharmacy,,,,
INCREASED_TO,0.5,,,,
REFERRED_TO, Gi,,,,
REFERRED_TO, Weight Loss Specialist,,,,
INCREASED_TO,1.75,,,,
REFERRED_TO, Pharmacy,,,,
REFERRED_TO, Gi,,,,
REFERRED_TO, Weight Loss Specialist,,,,
REFERS_TO, Physical_Therapy,,,,
REFERS_TO, Physical_Therapy,,,,
REFILLED, Ozempic,,,,
REFILLED, Ozempic,,,,
INCREASED_TO,0.25,,,,
REFUSED_COVERAGE, Mounjaro,,,,
REFUSED_COVERAGE, Mounjaro,,,,
REFUSES, Ozempic,,,,
REFUSES, 1 Mg,,,,
REFUSES, Ozempic,,,,
STARTS_AT, Dosage_0.25,,,,
REFUSES, 1 Mg,,,,
REGRET, User,,,,
REGRET, User,,,,
REGULATED_BY, Fda,,,,
REGULATED_BY, Fda,,,,
REGULATES, A1C,,,,
REGULATES, Ozempic,,,,
REGULATES, Weight Loss Drugs,,,,
REGULATES, A1C,,,,
REGULATES, Ozempic,,,,
REGULATES, Weight Loss Drugs,,,,
REGULATIONS_LAX, Ozempic,,,,
REGULATIONS_LAX, Ozempic,,,,
RELATED_EVENT, Hospitalization,,,,
RELATED_EVENT, Hospitalization,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Injection,,,,
RELATED_TO, Pregnancy,,,,
RELATED_TO, Weight_Loss,,,,
RELATED_TO, Weight Gain,,,,
RELATED_TO, Fatigue,,,,
RELATED_TO, Trulicity,,,,
RELATED_TO, Hair_Loss,,,,
RELATED_TO, T2,,,,
RELATED_TO, Numbness In Hands,,,,
RELATED_TO, Fetal Issues,,,,
RELATED_TO, Weight Management,,,,
RELATED_TO, Bleeding,,,,
RELATED_TO,0.5,,,,
RELATED_TO, Ibs,,,,
RELATED_TO, Gerd,,,,
RELATED_TO, Hiatal Hernia,,,,
RELATED_TO, Eating,,,,
RELATED_TO, Lightheadedness,,,,
RELATED_TO, Type Ii Diabetes,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Insulin Resistance,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Bed,,,,
RELATED_TO, Weight_Gain,,,,
RELATED_TO, Stomach Flu,,,,
RELATED_TO, Food Poisoning,,,,
RELATED_TO, Vegetables,,,,
RELATED_TO, Stomach Flu,,,,
RELATED_TO, Stomach Bug,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Carbs,,,,
RELATED_TO, Greasy Food,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Pre_Diabetes,,,,
RELATED_TO, Vomit Burps,,,,
RELATED_TO, Upset Stomach,,,,
RELATED_TO, Loose Bowels,,,,
RELATED_TO, 10 Pounds Gone,,,,
RELATED_TO, Hair,,,,
RELATED_TO, Pcos,,,,
RELATED_TO, Sinus Arrhythmia,,,,
RELATED_TO, Experience,,,,
RELATED_TO, Hypoglycemia,,,,
RELATED_TO, Hashimoto’S,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Trying To Conceive,,,,
RELATED_TO, Ir,,,,
RELATED_TO, Type 2 Diabetes,,,,
RELATED_TO, Blood Sugar,,,,
RELATED_TO, Endo Appointment,,,,
RELATED_TO, Stomach Flu,,,,
RELATED_TO, Children,,,,
RELATED_TO, Injection,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Weight Maintenance,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Hunger,,,,
RELATED_TO, Stomach Flu,,,,
RELATED_TO, Stomach Flu,,,,
RELATED_TO, Fatigue,,,,
RELATED_TO, Gerd,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Leptin Resistance,,,,
RELATED_TO, Ibs,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Type 2 Diabetes,,,,
RELATED_TO, Side Effects,,,,
RELATED_TO, Ivf Transfer,,,,
RELATED_TO, Hair_Loss,,,,
RELATED_TO, Hair_Loss,,,,
RELATED_TO, Type Ii Diabetes,,,,
RELATED_TO, Sw 238,,,,
RELATED_TO, Ce 227,,,,
RELATED_TO, Obesity,,,,
RELATED_TO, Therapy,,,,
RELATED_TO, Obesity,,,,
RELATED_TO, Long Flight,,,,
RELATED_TO, Urge To Eat More Before Period,,,,
RELATED_TO, Weight Plateau,,,,
RELATED_TO, Lifestyle Changes,,,,
RELATED_TO, Insurance Coverage,,,,
RELATED_TO, Success Stories,,,,
RELATED_TO, .25_Volume,,,,
RELATED_TO, .5_Volume,,,,
RELATED_TO, A1C,,,,
RELATED_TO, Nausea,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Proprioception Issues,,,,
RELATED_TO, Nausea,,,,
RELATED_TO, Exhaustion,,,,
RELATED_TO, Discomfort,,,,
RELATED_TO, Feverish,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Indulging,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Side Effects,,,,
RELATED_TO, Elevated Liver Enzyme,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Weight Management,,,,
RELATED_TO, Old Habits,,,,
RELATED_TO, Bingeing,,,,
RELATED_TO, Wl,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Hypoglycemic Incident,,,,
RELATED_TO, Antibiotic,,,,
RELATED_TO, Calories Counting,,,,
RELATED_TO, Eating,,,,
RELATED_TO, Defeat,,,,
RELATED_TO, American Health Care,,,,
RELATED_TO, Pregnancy,,,,
RELATED_TO, Children,,,,
RELATED_TO, Hypoglycemia,,,,
RELATED_TO, Bed,,,,
RELATED_TO, Nausea,,,,
RELATED_TO, Death_Thoughts,,,,
RELATED_TO, Exhaustion,,,,
RELATED_TO, Vomit,,,,
RELATED_TO, Liquid_Bms,,,,
RELATED_TO, Type Ii Diabetes,,,,
RELATED_TO, Type Ii Diabetes,,,,
RELATED_TO, Vomiting,,,,
RELATED_TO, Spinal Stenosis,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Injection,,,,
RELATED_TO, Pregnancy,,,,
RELATED_TO, Weight_Loss,,,,
RELATED_TO, Weight Gain,,,,
RELATED_TO, Fatigue,,,,
RELATED_TO, Trulicity,,,,
STARTS_AT, 0.25 Dosage,,,,
STARTS_AT, 0.50 Dosage,,,,
RELATED_TO, Hair_Loss,,,,
RELATED_TO, T2,,,,
RELATED_TO, Numbness In Hands,,,,
RELATED_TO, Fetal Issues,,,,
RELATED_TO, Weight Management,,,,
RELATED_TO, Bleeding,,,,
RELATED_TO,0.5,,,,
RELATED_TO, Ibs,,,,
RELATED_TO, Gerd,,,,
RELATED_TO, Hiatal Hernia,,,,
RELATED_TO, Eating,,,,
RELATED_TO, Lightheadedness,,,,
RELATED_TO, Type Ii Diabetes,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Insulin Resistance,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Bed,,,,
RELATED_TO, Weight_Gain,,,,
RELATED_TO, Stomach Flu,,,,
RELATED_TO, Food Poisoning,,,,
RELATED_TO, Vegetables,,,,
RELATED_TO, Stomach Flu,,,,
RELATED_TO, Stomach Bug,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Carbs,,,,
RELATED_TO, Greasy Food,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Pre_Diabetes,,,,
RELATED_TO, Vomit Burps,,,,
RELATED_TO, Upset Stomach,,,,
RELATED_TO, Loose Bowels,,,,
RELATED_TO, 10 Pounds Gone,,,,
RELATED_TO, Hair,,,,
RELATED_TO, Pcos,,,,
RELATED_TO, Sinus Arrhythmia,,,,
RELATED_TO, Experience,,,,
RELATED_TO, Hypoglycemia,,,,
RELATED_TO, Hashimoto’S,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Trying To Conceive,,,,
RELATED_TO, Ir,,,,
RELATED_TO, Type 2 Diabetes,,,,
RELATED_TO, Blood Sugar,,,,
RELATED_TO, Endo Appointment,,,,
RELATED_TO, Stomach Flu,,,,
RELATED_TO, Children,,,,
RELATED_TO, Injection,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Weight Maintenance,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Hunger,,,,
RELATED_TO, Stomach Flu,,,,
RELATED_TO, Stomach Flu,,,,
RELATED_TO, Fatigue,,,,
RELATED_TO, Gerd,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Leptin Resistance,,,,
RELATED_TO, Ibs,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Type 2 Diabetes,,,,
RELATED_TO, Side Effects,,,,
RELATED_TO, Ivf Transfer,,,,
RELATED_TO, Hair_Loss,,,,
RELATED_TO, Hair_Loss,,,,
RELATED_TO, Type Ii Diabetes,,,,
RELATED_TO, Sw 238,,,,
RELATED_TO, Ce 227,,,,
RELATED_TO, Obesity,,,,
RELATED_TO, Therapy,,,,
RELATED_TO, Obesity,,,,
RELATED_TO, Long Flight,,,,
RELATED_TO, Urge To Eat More Before Period,,,,
RELATED_TO, Weight Plateau,,,,
RELATED_TO, Lifestyle Changes,,,,
RELATED_TO, Insurance Coverage,,,,
RELATED_TO, Success Stories,,,,
RELATED_TO, .25_Volume,,,,
RELATED_TO, .5_Volume,,,,
RELATED_TO, A1C,,,,
RELATED_TO, Nausea,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Proprioception Issues,,,,
RELATED_TO, Nausea,,,,
RELATED_TO, Exhaustion,,,,
RELATED_TO, Discomfort,,,,
RELATED_TO, Feverish,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Indulging,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Side Effects,,,,
RELATED_TO, Elevated Liver Enzyme,,,,
RELATED_TO, Ozempic,,,,
RELATED_TO, Weight Management,,,,
RELATED_TO, Old Habits,,,,
RELATED_TO, Bingeing,,,,
RELATED_TO, Wl,,,,
RELATED_TO, Weight Loss,,,,
RELATED_TO, Hypoglycemic Incident,,,,
RELATED_TO, Antibiotic,,,,
RELATED_TO, Calories Counting,,,,
RELATED_TO, Eating,,,,
RELATED_TO, Defeat,,,,
RELATED_TO, American Health Care,,,,
RELATED_TO, Pregnancy,,,,
RELATED_TO, Children,,,,
RELATED_TO, Hypoglycemia,,,,
RELATED_TO, Bed,,,,
RELATED_TO, Nausea,,,,
RELATED_TO, Death_Thoughts,,,,
RELATED_TO, Exhaustion,,,,
RELATED_TO, Vomit,,,,
RELATED_TO, Liquid_Bms,,,,
RELATED_TO, Type Ii Diabetes,,,,
RELATED_TO, Type Ii Diabetes,,,,
RELATED_TO, Vomiting,,,,
RELATED_TO, Spinal Stenosis,,,,
RELATIONSHIP, Food,,,,
RELATIONSHIP, Side Effects,,,,
RELATIONSHIP, Food,,,,
RELATIONSHIP, Side Effects,,,,
RELEASES, Insulin,,,,
RELEASES, Insulin,,,,
RELEVANT_TO, Australia,,,,
RELEVANT_TO, Australia,,,,
RELEVANT_TO, Australia,,,,
RELEVANT_TO, Australia,,,,
RELIEVED, Constipation,,,,
RELIEVED, Constipation,,,,
RELIEVED_BY, Stomach_Pains,,,,
RELIEVED_BY, Ozempic,,,,
RELIEVED_BY, Stomach_Pains,,,,
RELIEVED_BY, Ozempic,,,,
RELIEVES, Numbness,,,,
RELIEVES, Itchiness,,,,
RELIEVES, Tingling,,,,
RELIEVES, Numbness,,,,
RELIEVES, Itchiness,,,,
RELIEVES, Tingling,,,,
REMAINING, Ozempic,,,,
REMAINING, Ozempic,,,,
REMOVED, Gallbladder,,,,
REMOVED, Gallbladder,,,,
REPLACED_BY, Ozempic,,,,
REPLACED_BY, Tylenol,,,,
REPLACED_BY, Gabapentin,,,,
REPLACED_BY, Tramadol,,,,
REPLACED_BY, Ozempic,,,,
REPLACED_BY, Ozempic,,,,
REPLACED_BY, Tylenol,,,,
REPLACED_BY, Gabapentin,,,,
REPLACED_BY, Tramadol,,,,
REPLACED_BY, Ozempic,,,,
REPLACEMENT_FOR, Meds,,,,
REPLACEMENT_FOR, Meds,,,,
REPLACEMENT_FOR, Meds,,,,
REPLACEMENT_FOR, Meds,,,,
REPORTS_ON, Experiences,,,,
REPORTS_ON, Experiences,,,,
REPORTS_ON, Experiences,,,,
REPORTS_ON, Experiences,,,,
REQUIRED_FOR, Antibiotics,,,,
REQUIRED_FOR, Express Scripts,,,,
REQUIRED_FOR, Oz,,,,
REQUIRED_FOR, Antibiotics,,,,
REQUIRED_FOR, Express Scripts,,,,
REQUIRED_FOR, Oz,,,,
REQUIRED_MEDICATION, Zofran,,,,
REQUIRED_MEDICATION, Reglan,,,,
REQUIRED_MEDICATION, Zofran,,,,
REQUIRED_MEDICATION, Reglan,,,,
REQUIRED_TEST, Ekg,,,,
REQUIRED_TEST, Ekg,,,,
REQUIRED_VISIT, Hospital,,,,
REQUIRED_VISIT, Emergency_Room,,,,
REQUIRED_VISIT, Emergency_Room,,,,
REQUIRED_VISIT, Hospital,,,,
REQUIRED_VISIT, Emergency_Room,,,,
REQUIRED_VISIT, Emergency_Room,,,,
REQUIRES, Type 2 Diabetes,,,,
REQUIRES, Medication,,,,
REQUIRES, Ozempic,,,,
REQUIRES, Dosage,,,,
REQUIRES, Metformin,,,,
REQUIRES, Type 2 Diabetes,,,,
REQUIRES, Medication,,,,
REQUIRES, Ozempic,,,,
REQUIRES, Dosage,,,,
REQUIRES, Metformin,,,,
REQUIRES_STARTUP_PERIOD, 4 Weeks,,,,
REQUIRES_STARTUP_PERIOD, 4 Weeks,,,,
USED_IN, Ireland,,,,
RESEARCHING, O,,,,
RESEARCHING, O,,,,
RESEARCHING, O,,,,
RESEARCHING, O,,,,
RESOLVED, E.Coli,,,,
RESOLVED, E.Coli,,,,
RESTARTED, Ozempic,,,,
RESTARTED, Metformin,,,,
RESTARTED, Ozempic,,,,
RESTARTED, Metformin,,,,
RESTRICTED_FOR, T2 Diabetes,,,,
RESTRICTED_FOR, T2 Diabetes,,,,
RESTRICTS_PURCHASE, Ozempic,,,,
RESTRICTS_PURCHASE, Ozempic,,,,
RESULT, 30 Lbs,,,,
RESULT, 62 Lbs,,,,
RESULT, A1C,,,,
RESULT,5.7,,,,
RESULT, 30 Lbs,,,,
RESULT, 62 Lbs,,,,
RESULT, A1C,,,,
RESULT,5.7,,,,
RESULT_OF, Ozempic,,,,
RESULT_OF, Ivf Transfer,,,,
RESULT_OF, Ozempic,,,,
RESULT_OF, Ozempic,,,,
RESULT_OF, Ivf Transfer,,,,
RESULT_OF, Ozempic,,,,
